restaurant,content,name,stats,time,rating
Wendys,"I love Wendy's, but that breakfast biscuit needs to go. Tastes like it shouldn't be eatable lol. Everything else is lovely!",Shani Stanley,Local Guide · 214 reviews · 393 photos,a year ago,5
Wendys,"The food was OK, and the place was busy. The service was outstanding, and I got food quickly, and food was hot and  friendly staff",Raymond Finkelstein,Local Guide · 431 reviews · 437 photos,a year ago,5
Wendys,I normally don't have a problem with Wendy's but I was GREATLY disappointed when I went to pick up my food at the 2nd window. Without my permission the girl said we were waiting for my drink that she on her own decided to swap out for a different one. I told her that's not what I ordered and she said I know but your getting this anyway. I said I don't like hi-c and she shrugged her shoulders and handed it to me. She was very rude and the worst part was the manager was standing right there and said nothing.,April Burdick,13 reviews,5 years ago,2
Wendys,"If there's any fast food place I like, it's Wendy's.  I LOVE the South West Avocado salad and when I wasn't vegan I loved the crispy chicken sandwich.  Their not as cheap as per say McDonalds. They have healthier fries than most other places and the lemonade options are good, just ask for light ice.",Shemiah,102 reviews · 151 photos,4 years ago,4
Wendys,they declined my card (even though i had sufficient funds) and then didn’t give me my entire meal nor my friends lemonade. the man there was so rude. uncalled for.,sarah wood,5 reviews,2 years ago,1
Wendys,If you're in a wheelchair or walker do not go to this location. The renovations they made make it extremely hard to walk around throughout the place.  The staff (especially heavy set lady with white bun thing in her hair is EXTREMELY RUDE) and the younger staff seem to have no training. I have witnessed them rude and rushing elderly.  I have pointed out their rudeness to their face.  And don't dare to ask for no tomatoes...  Comment was made can't you just pick them off.  The soda dispenser always is out of flavors. And food quality  has declined.,A G,82 reviews · 3 photos,8 years ago,1
Wendys,During rush hour make sure to avoid Wendy's as you won't get what you ordered and will have to wait for 15 minutes for it to be corrected. Any other time the food will be alright but there's still a good chance you won't get what you ordered.,Nijah,Local Guide · 24 reviews · 14 photos,3 years ago,3
Wendys,"Food is fine but they always get the wrong. Not something new and they've been doing it for years. I complain to corporate once got a freebie and a call from the manager promising they wouldn't do that again but within a few weeks it was the same as always. Ask for a cheeseburger with lettuce only, got it with the works.",BRANDON SILVERMAN,Local Guide · 41 reviews · 799 photos,4 years ago,3
Wendys,Staff is always friendly. Food is hot and fresh 90% of the time. Prices are reasonable. The only drawback is getting out of the parking lot. Being on a busy road makes getting out a challenge.,Brian Chaplinski,Local Guide · 21 reviews · 1 photo,4 years ago,4
Wendys,"I'm a Wendy's fan and like their food. With this Wendy's you are kind of hit or miss with the service and sometimes is just seems to take forever for them to get you through the line. Most of the help is very friendly, but the one cashier does lack warmth in her personality. Even with all that, I keep going back with my dad.",Bill Hench,Local Guide · 23 reviews,5 years ago,3
Wendys,Says they don't close until 1am by 1145pm they said sorry we done taking orders. I said I had an online order to pick up and asked if I could order a drink and I got a long sigh and massive attitude. The last few times they have had horrible employees. Then he says oh we shut frosty machine down an hour ago!! At 10pm seriously!!,Violet Staub,5 reviews,2 years ago,1
Wendys,"They were on the border of trying to be fast and losing the ""friendly"" touch they are supposed to have. The sandwiches were good, fries were cold as per usual but all in all fast semi friendly service and slightly decent food.",Mitchell Llewellyn,Local Guide · 26 reviews · 2 photos,6 years ago,3
Wendys,"I went inside to place an order, there was no line and only three cars at the drive thru. When noone took my order after 5 minutes l left. I forget what is this place again? Any good places to eat in Carlisle?",Thomas G,Local Guide · 11 reviews · 10 photos,2 years ago,1
Wendys,"I do my best to stay away from fast food, but when I do break my diet, This Wendy's in particular is how I do it. Always clean, sometimes a bit of a line, but the wait has never been excessive.",L S,Local Guide · 43 reviews · 1 photo,4 years ago,5
Wendys,Dined in at Wendy's for lunch. Service was quick and order came up a few minutes later. Food was hot and order was correct. Dining area was nice and clean.,Stacey Dean,Local Guide · 92 reviews,2 years ago,5
Wendys,"Good food, but is very busy. If you go make sure to remember that everyone and their mother come here",Borderlandman/Jack,Local Guide · 80 reviews,a year ago,4
Wendys,"Service seemed to be a little slow, I believe they were understaffed for the volume of customers coming through the door and drive thru. However the food was great as always.",Darryl Binkley,Local Guide · 358 reviews · 19 photos,3 years ago,4
Wendys,"This Wendy's is super clean, it has been renovated and is a really great place to grab some food with some friends or family. And they have the new fountain drink machine that let's you pick any imaginable drink you want.",Kira Leigh,Local Guide · 23 reviews · 31 photos,5 years ago,5
Wendys,"I only got a large fry and a large frosty. From the time I turned in to the parking lot and got in line, placed my order, paid, and waited was over 20 minutes. Not really all that acceptable now is it?! On top of that, my fries were cold and gross. 🤔🤮😡 …",Paul Whitten,Local Guide · 73 reviews,3 years ago,3
Wendys,This wendys is good. Just make sure to ask what toppings they have in stock before ya order at times. I like the baconator and the Asiago chicken sandwich. You like the spice get the 10 piece chicken nug!. Fries are fresh most of the time.,mark vaughn,4 reviews · 5 photos,3 years ago,4
Wendys,I personally love the food but I know it's not everyone's cup of tea. The service is good whenever I go and they are never out of any of the food that I want. Their salads are reallyyyy good btw I recommend it.,Mikaela DeWalt,Local Guide · 44 reviews · 3 photos,3 years ago,5
Wendys,"GREAT, THEY WERE THE ONLY PLACE OPEN WHEN WE WERE STARVED AT ONE IN THE MORNING. VERY NICE PEOPLE GOT TO ORDER FAST AND IT WASN'T EXPENSIVE! AND THE FOOD WAS GOOD!",Tamara Perry,Local Guide · 5 reviews · 1 photo,a year ago,4
Wendys,Fast service. Never had to wait longer than a minute or two. I also like how they put each order in separate bags. Easier to keep track of my order.,Ben Armolt,3 reviews,3 years ago,5
Wendys,"Very friendly staff. (At the drive through.) Manager close at hand and helping keep things moving. Very fresh for ""fast"" food. My favorite Wendy's for these reasons.",W. Grant Tankersley,20 reviews,6 years ago,5
Wendys,Nice.   Fairly new remodeled.  Perhaps a year or two ago.   Watch the news as you dine.   Love their triple with cheese and 10 piece nuggets.   Bbq sauce is great.,Douglas Jahnke (ASYLUMLORD),Local Guide · 138 reviews · 110 photos,5 years ago,5
Wendys,"We stopped in for lunch we( my brother and I) took  my daughter here for lunch. Robert and I are from Macon, Georgia. The food was good and the service was ok.",DeEtte Phillips,Local Guide · 331 reviews · 599 photos,a year ago,4
Wendys,Love Wendy's they have only ever made one boo boo forgot bacon on my sandwich to be fair I asked to add bacon so I can see in a rush how a speical order could get over looked but that was 1 out of like 30 trips I'll take that risk and with a quick call they made it right on the next visit 😁 …,Andrew Doyle,Local Guide · 103 reviews · 18 photos,4 years ago,5
Wendys,"Good food, I believe is the best franchise chain of fast food. Employees are cool and happy. In this business environment is hard to be happy at your job. enjoy it!",oscar g zelaya,Local Guide · 84 reviews · 20 photos,4 years ago,5
Wendys,Drive-through ask for a burger special they told me singles only qualify call for management they said that they have mini burger special apply and only a woman is in charge of drive call manager they have no idea what’s going on I had to give one star because it would not let me give zero stars please educate your drive-through people,Alan Potts,Local Guide · 65 reviews,2 years ago,1
Wendys,I can't dis this place too much because my humble beginnings started right here. One thing is still true is they don't cut corners they just cut everything else LOL 😂,Noel Robinson,Local Guide · 144 reviews · 222 photos,a year ago,4
Wendys,"Good food and friendly worker's, plus very clean inside and love the drink machine with adding flavor options to soda or tea McDonald's doesn't even do that.!",James McGovern Sr. FF 2140,13 reviews,3 years ago,5
Wendys,"The food was cold, and there newest burger with BBQ is a let down compared to a Dave's classic or baconater.  Also, I wish the whole chain would go back to regular buns, I've been over the new buns for awhile now.",Jon Chadwick,Local Guide · 143 reviews · 102 photos,5 years ago,2
Wendys,"Doorsdash order was made entirely wrong.  Orders a grilled chicken sandwich, daves double, and a baked potato. I received a fried chicken sandwich, daves single, and fries. I got my money back and called the store. A male manager picked up 6:40pm Sunday February 16 2020 and I requested he ensure doordash orders are reviewed and made properly as this wasnt the first time. And i wasnt a karen about it either. He said uhhh ok.... and nothing else. Please train your management to handle these situations better.",Suzie Moore,4 reviews,4 years ago,2
Wendys,"Last few times at this Wendy's my Burger was barely edible, my fries were cold in the limp. Yuck. Today the burger was actually good not great but good.",Jeffrey Marshall,6 reviews,3 years ago,4
Wendys,"So my mom and I go in at about 9:00 pm. We go in, decide what we want. The woman working the counter was busy, which was fine. This woman was about 5' 3"", in her 60s, has short hair and glasses. My mom realized she forgot wallet, so she goes to get it while I order, knowing what she wants. The cashier comes over to my order and I explain that I want a 4 for 4 with double stack wanting no ketchup or mustard on it and that my mom wants a small fry and double stack with only ketchup and mustard. At first the woman taking our order didn't understand, so I reexplained. She then asks if I want a double stack with nothing on it and I repeat how I wanted the double stack. She starts getting impatient for some reason, and slightly starts talking rude. At the point I'm a bit irritated and am getting impatient too. My mom walks back in, and while this woman doesn't know what she's doing, I tell my mom I've tried ordering three times already. The cashier finally gets it right, almost, on the fourth try. She has the 4 for 4 with the correct doublestack, a small fry, but with two extra doublestacks with only ketchup and mustard. I then say we only want one extra. She then takes it off the order and it is finally correct on the 5th try. But then she walks away to the back and says to another employee, ""I need your finger."" We did not understand what she was asking of the other employee. She then tells the other employee to delete everything, and before they do, we tell them that the order was correct. But, they still delete it. The other employee walks away and the cashier then says ""let's try this again."" So I, for the 6th time, try to explain what we want. She then looks at my mom and says, ""Maybe you can explain this better."" At this point, I was absolutely pissed and tell my mom, ""I'm not taking this any more, let's go.""",Bagman,Local Guide · 18 reviews,6 years ago,1
Wendys,I love the service here. The staff is wonderful.  I don't like breakfast biscuit tho.,Empress Locs & Coils,Local Guide · 91 reviews · 48 photos,a year ago,5
Wendys,"Love the Wendy's chicken but their burgers are way to greasy, they always soak the bun. Love the frosties and lemonades but I'm not a fan of their fries.",Courtney wolf,Local Guide · 89 reviews · 137 photos,2 years ago,3
Wendys,"I ordered through a delivery app a Baconator combo with a coke but, what I got was cold fries and a bottle of water. This used to be a good location...sad",scott coover,Local Guide · 10 reviews · 1 photo,2 years ago,1
Wendys,"Nice facility, recently updated, pleasant atmosphere. Food was of good quality. Only negative is a better cleaning routine for the dining area would be nice to see.",Richard Baker,Local Guide · 218 reviews · 17 photos,5 years ago,3
Wendys,"The little things help make this place a little better than normal.  Remodel looks nice inside, food is fresh, and there's a second exit from the parking lot into an alley if you live in town.",J E S,"Local Guide · 589 reviews · 1,218 photos",4 years ago,4
Wendys,"Love Wendys, but i ordered 2 jr. bacon sandwiches, and there was no bacon! 😞 Nothing sucks worse, when you have to stand in line again, and come back to cold food!!! …",Christine Ricker,Local Guide · 56 reviews,5 years ago,3
Wendys,They apparently close at 11 even though the company just updated Google 3 weeks ago .... nothing like waiting in a long line forever to be sent away after thinking they close 2hrs later. Google says they close at 1am Not 11pm,Kaitlin Shotto,4 reviews · 1 photo,2 years ago,1
Wendys,Typical Wendy’s the food was good. But the service at the Drive up window was slow and it wasn’t a busy time. The reason I’m saying that is because I’ve been to several other Wendy’s.,Terry Neubaum,Local Guide · 151 reviews · 320 photos,4 years ago,4
Wendys,"7+ workers yet line was nearly out the door
Never coming back
Waited 15min in line before order
Needs new manager",Deonta Dallas,4 reviews,a year ago,1
Wendys,"If you have to eat fast food,it's pretty good.  Not enough specials, but kind and great senior coffee.  Frosty fob a great treat.  Thankyou!",Jinny Fitting,5 reviews,4 years ago,5
Wendys,"For 4 people to eat cost me $40+
2 baconator burgers, Fries & drinks
1 Dave's double, Fries & Tropical berry Lemonade,
1 children's meal nuggets, fries,&water

Prices are OUTRAGEOUS... NEVER AGAIN!!! 😥😥",Sarah Orris,133 reviews · 69 photos,2 years ago,1
Wendys,"Food was good but the soda machines didn't work properly, I almost got sprayed down. Other than that, a great experience!",Zack Benoist,8 reviews · 1 photo,2 years ago,4
Wendys,Everything was hot and fresh. Wish my bacon bourbon sandwich wasn’t so smushed lol but other than that it was enjoyable!,Jeremiah “Nick” Nixon,Local Guide · 37 reviews · 109 photos,2 years ago,4
Wendys,"Drive thru was very busy, but went quite quickly. Fries were hot. 🙂",Kathy Biscuit,3 reviews,a year ago,5
Wendys,Entire order was stone cold. I can tell it had sat for at least an hour because the cheese was literally cold like it came from the fridge.,Christina Gallegos,9 reviews,a year ago,1
Wendys,"I got exactly what I ordered, but there seem to be an extra long wait after I placed my order. Which is not usual for this Wendy's.",Kathy Reed,Local Guide · 51 reviews · 37 photos,2 years ago,4
Wendys,"Wendy’s doesn’t cut corners, unless it’s the last hour that is, in which case they’ll ignore your order mobile or in person.",Psh Unreal,10 reviews,2 years ago,1
Wendys,The employees here are always nice and courteous every time I go. It's been different employees and I still have had the same experience.,Carissa Handy,Local Guide · 26 reviews · 1 photo,2 years ago,4
Wendys,"Food always hot, drive-thru staff so nice. A little more pricey now that they've remodeled, but worthwhile going.",Misty Lynn,Local Guide · 92 reviews · 10 photos,4 years ago,4
Wendys,I've been a Wendy's fan for a long time. Their burgers are head and shoulders above McDonald's. My favorite is the bacanator. I bet their breakfast would be awesome if the served it.,Barry King,Local Guide · 124 reviews · 130 photos,5 years ago,5
Wendys,was okay slow on service  but not to bad,Ray Conrad,Local Guide · 136 reviews,7 months ago,4
Wendys,Only drive thru available. Long line but it moved fast. Staff was quick. Only mistake was with the drinks but was no biggie,michael boyer,Local Guide · 43 reviews,3 years ago,3
Wendys,Only had 3-4 people in there but everyone working hard to get people in and out I would recommend also great service,Buda Sosa,3 reviews,2 years ago,5
Wendys,"Newly renovated beautifully finished. My meal was exceptionally delicious, fresh well cooked. I have no complaints, truly satisfied.",Frank T. Stets,32 reviews · 18 photos,5 years ago,5
Wendys,this wendy's is always so fast!! always impressed by how fast i get my food and always so fresh and good (:,Kamerin Jumper,Local Guide · 70 reviews · 3 photos,a year ago,5
Wendys,The food is always good. They have gluten-free options.,Lily Wicks-Forman,36 reviews,7 months ago,4
Wendys,The food was great they also had very good customer service the inside was also open for dining. There processes are reasonable as well,Nese,Local Guide · 126 reviews · 52 photos,3 years ago,5
Wendys,Needs to be cleaned frequently. I had to bring my lysol wipes from my car to wipe down our seats and table.,Jana,Local Guide · 87 reviews · 50 photos,a year ago,3
Wendys,Ive been going here for years the food is always fresh and hot but ...... Its never correct...and i mean never i always have to check and run in because something is made wrong...and the manager pat makes ugly faces at you and geta frustrated..very dissapointing,joseph kemberling,Local Guide · 18 reviews · 1 photo,4 years ago,2
Wendys,"Asiago chicken sandwich is a hefty tasty meal. Chili still my favorite since beginning. Come a long way since the 1, 2, 3 burger days.",Donnie Nuzz,Local Guide · 72 reviews · 15 photos,4 years ago,4
Wendys,"The guy at the window 7/3/21 @8pm told me I can't order more than 3 4 for 4s at a time

Just a heads up for those families with hungry kids.",Jaime _Hi.me_,Local Guide · 22 reviews · 16 photos,2 years ago,1
Wendys,I wasn't there in 45 years. Got sick yrs ago from their salad bar. Never went back. I parked in front of the restaurant and walked to my dentist,Dolly Ludwig,114 reviews,4 years ago,1
Wendys,I ordered a chocolate frosty today and didn't get it. I noticed when I went to go through my bags when I was like 5 miles down the road. I was pretty disappointed.,John Keiter,Local Guide · 16 reviews,a year ago,1
Wendys,Service wasn't that great didn't get our sandwiches right and was missing things but I did throw them off by not paying at first window cause nobody was standing there so I paid at the 2nd window it was just a big mess,Daniel Russell,6 reviews,4 years ago,3
Wendys,That new bourbon burger though please keep this 😋! …,Anon Ymous,16 reviews · 37 photos,2 years ago,5
Wendys,"I'd like to give it 5 stars, however the loud 50's music and cleanliness has much to be desired. With that being said, the power salads rock and so does the staff!!!",MiniDeb Zaremba,Local Guide · 25 reviews · 2 photos,7 years ago,4
Wendys,"Always get my order wrong!  Counters, tables are usually sticky. Needs more cleaning. Most of the workers are nice",melissa sprenkle,1 review · 14 photos,6 years ago,2
Wendys,The staff here is friendly and helpful. Food quality is good. Better than most other fast food places.,William Rohaly,Local Guide · 94 reviews · 187 photos,5 years ago,5
Wendys,"The man giving interviews that was in charge of hiring, is a joke. Please get rid of him or at least teach him the proper way to give an interview.",John Doe,7 reviews,a year ago,1
Wendys,"Customer service and food was good.  During rush hour,  it was a little hard pulling out of the parking lot with the busy drive through.",JOHNNY S,Local Guide · 37 reviews · 14 photos,5 years ago,4
Wendys,"I mean Wendy's is my go-to place, the four for four you can't go wrong I honestly like it more than McDonald's I feel like it's better quality food.",Greer Payne,60 reviews · 13 photos,6 years ago,5
Wendys,Food is always fresh even at 0200...,Caroline Hoffman,Local Guide · 27 reviews,3 months ago,5
Wendys,"Customer service is lacking. Walked in at ten, woman behind the counter was very rude about not wanting to give me service. There is a nice way to say you are closed.",Clyde Barrow,Local Guide · 31 reviews · 23 photos,5 years ago,3
Wendys,"Pleasant employees, a bit akow, but I think they were short that day. Food was hot and tasted about as good as Wendy's would get.",Brad Provencher,Local Guide · 386 reviews · 136 photos,6 years ago,3
Wendys,Fastest Wendy's we've been to in the Harrisburg area besides the new one one on Linglestown Rd.,Amanda G,Local Guide · 85 reviews · 75 photos,a year ago,5
Wendys,My biggest complaint is the drive thru line is always crazy long. But this place is good for a cheap meal,Megan Landers,Local Guide · 42 reviews · 15 photos,6 years ago,4
Wendys,I had an Uber delivery no straw or napkins!,Melanie Myers,1 review,9 months ago,3
Wendys,"As far a fast food Wendy's go, the restaurant is clean, and staff was quick and friendly, and the order was accurate and what you'd expect from Wendy's.",Daniel Friess,Local Guide · 61 reviews · 312 photos,4 years ago,5
Wendys,The food here was always great. Loved the bourbon bacon cheeseburger with extra bourbon sauce,s weirich,Local Guide · 69 reviews · 148 photos,2 years ago,5
Wendys,"Good food and good service. Bathroom was small, and it was kinda hard getting in and out of there but overall great.",Devin Kessler,6 reviews · 2 photos,4 years ago,5
Wendys,"Buns always stale and the ""baconator"" I had 2 tiny pieces of bacon on it. This place is trash. Never EVER go here. STAY AWAY!  Would give zero stars if I could",Jay j,5 reviews,3 years ago,1
Wendys,Very long line on a Sunday around 4pm. Waited almost 20 mins. Other than that it was fine.,Natasha Hartley,Local Guide · 26 reviews · 12 photos,2 years ago,4
Wendys,"Worst place in carlisle to eat! The restaurant is filthy inside, and the amount of food you get for the price you pay is mediocre!",Dereck Showaker,3 reviews,a year ago,1
Wendys,"I have problem Wendy's services, I did a few years ago. But not anymore, I go for their frosty now. Grand kids are not around as much.",Bettye Anderson,6 reviews,2 years ago,4
Wendys,The food is okay but the parking lot is bad when there was a long line for the drive-thru so park all the way down at the end where the drive-thru won't be in the way when you're trying to get out of your parking spot,Roger Dennison,Local Guide · 19 reviews · 1 photo,5 years ago,4
Wendys,"If this were the first time I ever had Wendy's I would never eat it again. All of the food tasted like it had been sitting under a heat light for hours, nasty and stale.",Brittany Smiley,Local Guide · 162 reviews · 333 photos,4 years ago,1
Wendys,"Fast, fresh and courteous workers. The only thing is the line is long inside the establishment and the drive thru as well.",Marisol Mckenzie,Local Guide · 104 reviews · 40 photos,3 years ago,5
Wendys,Food quality seems to be deteriorating lately.  The person taking my order was the only bright spot at this visit.,Kathleen Walker,137 reviews · 4 photos,6 years ago,2
Wendys,My go to for a late night snack and they're bacon is always crispy 🤤 definitely recommend 👍,Lord Senchin,Local Guide · 26 reviews · 43 photos,2 years ago,5
Wendys,"Chili is good, fries good, frosty good.  Sodas to dam sweet. Can't drink it",Gregg Sanders,12 reviews,a year ago,5
Wendys,"Long wait time, was not greeted or had my order placed within 10 minutes of walking inside. Total time took around 20 to 25 minutes and my order was still wrong.",Brandon Robinson,Local Guide · 53 reviews,5 years ago,2
Wendys,Amazingly fast service! Great place to stop.,Jonathan Lloyd,1 review,11 months ago,5
Wendys,"Despite the lunch rush, pretty fast and very satisfying. I'm glad they're observing safety precautions with gloves, masks, and plastic guards",Mo Tracey,Local Guide · 107 reviews · 26 photos,3 years ago,4
Wendys,The cashier was new and was still learning the ropes but he was so nice and kept apologizing for being slow but he was great!,Tiffany Russell,"Local Guide · 44 reviews · 1,986 photos",6 years ago,5
Wendys,Wonderful food.  Great service.  Awesome prices.  OUTSTANDING CHERRY VANILLA COKE!!!YUM YUM YUM,Janet Haggard,Local Guide · 242 reviews,3 years ago,5
Wendys,"Wendy's is the best of the fast-food spots in Carlisle, especially in the wake of their swank new renovations. The soda is divine.",Tony Moore,Local Guide · 136 reviews · 212 photos,8 years ago,4
Wendys,Not sure the name of the guy that works at night for the drive thru . He is an asset to this Wendy's.  Very humble and nice .,John E Anderson Jr,14 reviews,3 years ago,5
Wendys,"Wendy's is one of those restaurants that keeps you coming back for more. The Frosty's, ample hot French fries, salads galore and scrumptious burgers.",Don Conley,Local Guide · 10 reviews,6 years ago,5
Wendys,It definitely wasn't like what it used to be the food was okay but kinda shoved together. Not my favorite.,Rebecca Weaver,Local Guide · 73 reviews · 35 photos,2 years ago,3
Wendys,"Great frostie frappuccino, delicious.  Wendys chicken sandwiches and chicken biscuits has Chicfile beat. New Pub Burger, soooo good. 👍 …",Jerilynn Boyles,203 reviews · 6 photos,3 years ago,5
Wendys,Love their chicken sandwich best fast food burger love that I can order via mobile phone and pick up at drive through,Lori Oister,Local Guide · 43 reviews · 1 photo,5 years ago,5
Wendys,The food we got was hot and fresh but only half of the order was correct,Doug Hockenberry,Local Guide · 131 reviews · 12 photos,4 years ago,3
Wendys,The drive thru was extremely along wait. One car held up the line for several minutes. This was not during the dinner rush.,Anne Harding,5 reviews,2 years ago,3
Wendys,Had a fish sandwich and a lemonade and both were very good. Service was prompt and courteous in spite of being very busy.,Edgar Robinson,8 reviews · 4 photos,4 years ago,4
Wendys,"Definitely the best Wendy's I've ever been to, always excellent quality food and great service!  Carlisle Wendy's > Literally any other Wendy's",Wes,Local Guide · 17 reviews · 13 photos,3 years ago,5
Wendys,"Definitely a good quick bite and the Carlisle locations is very well managed, very quick service, and good food.",Nate Bee,Local Guide · 277 reviews · 164 photos,4 years ago,5
Wendys,Really busy for a Saturday evening at 10 pm. Order was accurately taken and the food was exactly what we ordered.,Alec Bittner,Local Guide · 229 reviews · 192 photos,6 years ago,4
Wendys,"Best fastfood restaurant to eat at, but had to wait along time for it to open back up.",Richard Shultz,16 reviews,3 years ago,5
Wendys,"Good, fresh food. Modern store. Pleasant staff. Clean rest rooms. Not busy at 11am.",Marylue Durff,269 reviews · 43 photos,4 years ago,5
Wendys,Always a fan of Wendys fast food. I wish they would bring back the pretzel bread burger.  It was so good.,Debbie Mccalister,48 reviews,4 years ago,5
Wendys,Best french fries here and other places:),Mercy michelle Smith troutman,Local Guide · 39 reviews · 31 photos,a year ago,5
Wendys,It was very busy and understaffed however the two people working inside did their best to get the cars through.,Linda Rasmussen,Local Guide · 39 reviews,2 years ago,4
Wendys,"Loooong drive through line at supper time, but excellent service as usual. Always good.",MaryJo Gibson,95 reviews,3 years ago,4
Wendys,Other than them messing up my food it was great. If you are unhappy they will fix it,Adia Kelly,Local Guide · 22 reviews · 29 photos,6 years ago,5
Wendys,Consistently excellent service. Staff is always helpful and diligent. Eating area is consistently clean and neat.,Baltasar Bruno,Local Guide · 21 reviews · 10 photos,6 years ago,5
Wendys,"Drive thru was pretty fast, food was hot. Not too bad for fast food",Mike Derogatis,Local Guide · 41 reviews · 7 photos,3 years ago,4
Wendys,Eaten here twice. Each time they've overcharged me and had to give me credit back. Watch the receipt carefully!,Rick Purvis,Local Guide · 281 reviews · 320 photos,8 years ago,2
Wendys,Never get a bad meal from Wendy's. Garlic fries are the bomb.,Christine Shiffer,Local Guide · 35 reviews,a year ago,5
Wendys,"Prices aren't the cheapest, but after over 40 years, I can't say I've ever had a bad meal at the Carlisle location.",Matt Prazenica,Local Guide · 61 reviews · 1 photo,3 years ago,5
Wendys,"It was better months ago.now,dining area is always closed and always mess my order up",Dustin Stenger,Local Guide · 48 reviews · 3 photos,2 years ago,2
Wendys,This is the second visit and I was amazed with the hot food I got..Great customer service today!,David Houf,Local Guide · 76 reviews · 9 photos,4 years ago,5
Wendys,"Most times the food is fresh, hot.
the staff have been there for awhile and are very friendly.",Suzanne Martin-Ream,5 reviews,6 years ago,4
Wendys,Shi.  T. Wendy's was a complete surprise.  If they haven't adapted!  A pleasent surprise from what Wendy had between her buns!,David Feldgus,13 reviews,6 years ago,5
Wendys,"Hi, what in the world are  you putting in your chili??? It is so peppery I couldn't eat it... Please let people put in their own pepper... Thank you, Sue Newman",Lute Newman,11 reviews,8 years ago,1
Wendys,The drive thru is slow some times but the overall services are wonderful...,IAM Conciousness,Local Guide · 12 reviews · 148 photos,6 years ago,4
Wendys,"I love going to Wendy’s, they always have fast service especially at this Wendy’s",PurpleCottoncandy,1 review,2 years ago,5
Wendys,"Been to this Wendy’s a few times, most of the food is ok but would not recommend anything with bacon; as it is constantly super fatty, limp and chewy.",Andy Hess,9 reviews,4 years ago,2
Wendys,"One of the bigger updated Wendy's locations. The food was out pretty fast for me, even though I had a rather large order.",Shaun Platthy,Local Guide · 29 reviews · 6 photos,5 years ago,4
Wendys,This is a great Wendy's! It can get vwry busy sometimes. But the staff is nice!,Melissa Inez,Local Guide · 40 reviews,5 years ago,5
Wendys,Could use a cleaning particularly by and including the trash cans,Eric Thomas,Local Guide · 24 reviews · 2 photos,9 months ago,4
Wendys,Great food for a great price if you use the app.  Staff is friendly and remembered me,Trading for a living,17 reviews,5 years ago,5
Wendys,I love their breakfast however their customer service employees should be better,Deborah Taylor,Local Guide · 32 reviews · 4 photos,3 years ago,4
Wendys,Quality is good.,Jingyang Zhang,36 reviews · 39 photos,2 months ago,5
Wendys,The strawberry smoothies were yummy.,Sally Kerstetter,Local Guide · 46 reviews · 12 photos,8 months ago,5
Wendys,Long line for a late night french fry run but totally worth it for the super sweet customer service!,Leah Hess (Leahbadea),Local Guide · 152 reviews · 250 photos,4 years ago,5
Wendys,Theynr the only place that sells orange.lava burst hi c which is my second favorite behind ecocoller,Jason Murray,Local Guide · 15 reviews,5 years ago,5
Wendys,We spent 30min in the drive thru. Got to the window had to wait another 10 min. Not sure what was going on.,Amber Webster,Local Guide · 160 reviews · 249 photos,4 years ago,2
Wendys,Good service clean good food compared to most Wendy’s I’ve Ben to,Amanda Buchanan,10 reviews,4 years ago,4
Wendys,Good quick service. Hot food and they got the order right.,Adam Goodling,Local Guide · 22 reviews · 18 photos,5 years ago,4
Wendys,Yes I know it's fast food but double cheese everything and a chili can't go wrong,Jeffrey Kulick,Local Guide · 291 reviews · 594 photos,5 years ago,5
Wendys,"Good service, order correct and food was tasty.",Mike Wise,92 reviews,a year ago,5
Wendys,Some employees care more then others but overall I enjoy my meals,Phillip Flaherty,Local Guide · 24 reviews,5 years ago,4
Wendys,Busy spot. Lots of seating. Fast service.,Johnny Rollins,Local Guide · 63 reviews · 218 photos,a year ago,4
Wendys,"Average all around for me.  Decent food, affordable, staff was quick was quick and accurate.",Forrest Black,Local Guide · 236 reviews · 306 photos,5 years ago,3
Wendys,Food was great however the wifi wasn't working correctly. Good otherwise.,Sue Troop,4 reviews,7 years ago,4
Wendys,Best wendys ive everbeen to. Everything was so fresh. Tasted so good. Will defiently be going again.,Shaun Murphy-Blank,Local Guide · 17 reviews · 1 photo,4 years ago,5
Wendys,Love the seasonal salads and flavored teas. Parking in Carlisle is iffy.,Deborah Yohe,32 reviews,4 years ago,4
Wendys,Very good like always. But that first window you have to visit to pay it for is such in a awkward area 🤔 …,Michael Hoover,13 reviews,3 years ago,4
Wendys,I ordered two hamburgers one no onion and no pickle but they put in both the same onion And pickles bad service👎 …,Eneyda Henriquez,2 reviews,3 years ago,1
Wendys,"Great burger and salads.  Hate the ""fresh cut fries"". Bring back the old fries.  You ruined frostys and fries!!",Isaac Miller,Local Guide · 26 reviews · 22 photos,4 years ago,4
Wendys,Wow just under $10 for 1 person I don't know what a family of 5 would cost!!,Michele Suarez,Local Guide · 27 reviews · 17 photos,2 years ago,2
Wendys,"Waited for close to an hour, from the time I arrived in the drive thru till I left the drive thru.",Josh Peart,Local Guide · 19 reviews · 12 photos,2 years ago,1
Wendys,Love their food and the special lemonade mango pineapple.,Heather Lachwa,2 reviews,2 years ago,5
Wendys,Love the food. Especially the chicken nuggets and the fresh fries!,Michelle Daywalt,Local Guide · 53 reviews · 3 photos,4 years ago,5
Wendys,Salad tasted nasty. Fries were good and so was the sweet tea.,Rebecca Hartman,72 reviews · 7 photos,5 years ago,2
